Project_ID,Project_Name,Scale,Purpose,Location,Country,Continent,Latitude,Longitude,Injection,InjectionSize_Mt,Total_Injection_Mt,Storage_Distance,Estimated_Cost,Production_Capacity,Plant Capacity Comment,Power Plant Size,Capacity,Regulation Status,Primary Company / Alliance,Project Description,Project_Website,Status,Status Comment,Intended_Operational_Year,Operation_Year,End_Operation_Year,Date Comment,Public Funding,Public Funding Comment,Public Engagement,Non_Commercial_Org,CCS Group,Company Comment,Fate,On_Offshore,Storage_Company,Storage_Country,Storage Latitude,Storage Longitude,Storage_Comment,Storage_Monitoring,Product,Source_Company,Construction,Permit,Permit Date,Feedstock,Feedstock Detail,Feedstock Additional,Fuel_Capacity,Separation_Type,Separation_Technology,Separation Comment,Capture_Company,Transpor_Method,Transport_Company,Cluster,Cluster Comment,Trans-boundary,Transport Comment,Date Entered,Entered by,Date Modified,Modified by,Links
567,Shand Carbon Capture Test Facility,Pilot,Research,Estevan,Canada,North America,49.088682,-102.863337,,1,,,USD 60 million,,,279,,,SaskPower/Hitachi,"Capture test facility using Hitachi process equipment linked to SaskPower's Shand Power Station (coal burning). Capture of 120 t per day. Will be available to other developers to test capture equipment. Commissioning in progress April 2015, operation announced in June. Shell Cansolv announce solvent testing trials at Shand through 2018, studying amine degradation. Trials completed by Jan 2019. (Updated 14/01/19)",https://www.saskpower.com/our-power-future/infrastructure-projects/carbon-capture-and-storage/shand-carbon-capture-test-facility,Pilot,Operation from June 2015,2014,2015,,Operation from June 2015,No,SaskPower state owned,,,,,No storage,Unknown,,,,,"Plant designed as capture and release, no word of storage plans.",,Electricity,SaskPower,Retrofit,,,Coal,,,,Post-combustion,Amine,Designed to enable testing of different capture solvents,Hitachi,Unknown,,No,,No,,10/23/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.powermag.com/canadas-saskpower-opens-carbon-capture-test-facility/	Press (June 2015): Facilty opened.	http://www.estevanmercury.ca/news/business-energy/new-tenant-announced-for-test-facility-1.23139379	Press (Jan 2018): Shell Cansolv announces trials at Shand	https://www.estevanmercury.ca/news/business-energy/shell-cansolv-no-longer-at-test-facility-1.23595055	Press (Jan 2019): Shell Cansolv trials complete.							"
546,"Husky Energy, Pikes Peak South",Pilot,Upstream,"Lashburn, Saskatchewan",Canada,North America,53.278802,-109.367698,0,1,,,"CAD 22.3 M total, 30 t/day plant 15M",,,15,30 t/day,,"Husky Energy, Svante (previously Inventys)","CO2 captured from flue-gas of natural gas fired steam generator. Three (or more?) systems trialled at site: HTC-CO2 Systems Corp's amine system, CO2 Solutions' enzyme-enabled process and Inventys' VeloxoTherm rotating packed bed system. The latter announced plans in July 2017 for a 30 t/day pilot unit to be commissioned late 2018. Various investments announced through 2017-19 including USD 11M OGCI for 30t pilot plant. 30 t/day plant completed constriction in summer 2019. Inventys changed name to Svante in October 2019. No recent news found of other trials at site. (Updated 10/01/20)",http://svanteinc.com/solutions/,Pilot,Different pilot trials at different stages,,2019,,"Svante 30t pilot completed in 2019, other trials operatng from 2016 or earlier",Yes,Various public funding sources totalling at least CAD 12.3M.,,Climate Change Emissions Management Corporation (CCEMC),,Inventys changed name to Svante in October 2019,EOR,Onshore,,,,,Storage through use for EOR in nearby oil fields,,Heavy oil,Husky Energy,Retrofit,,,Oil,,,,Post-combustion,VeloxoTherm,Rotating structured absobent beds in 30t pilot,HTC CO2 Systems Corp; CO2 Solutions; Svante,Pipe,,No,,No,,9/30/2013,CCSDBA,1/23/2021,CCSDBA,"https://www.prnewswire.com/news-releases/inventys-closes-cad10m-equity-investment-with-husky-energy-as-lead-investor-633824373.html	
Press release (July 2017): Inventys pilot announced.	
https://www.prnewswire.com/news-releases/inventys-receives-additional-26m-from-nrcans-energy-innovation-program-to-accelerate-deployment-of-next-gen-carbon-capture-pilot-plant-664449003.html	
Press release (Dec 2017): Further funding announced.	
https://biv.com/article/2018/07/inventys-raises-us11m-carbon-capture-pilot-husky	
Press (Jul 2018): Inventys and Husky receive USD 11M from OGCI.	
https://www.businesswire.com/news/home/20191028005519/en/Inventys-%E2%80%93-Leading-Developer-Commercially-Viable-Economically	
Press release (Oct 2019): Name change to Svante, 30 t plant complete, other projects announced"
528,Midwest Regional Carbon Sequestration Partnership,Demonstration,Research,"near Gaylord, Michigan",United States of America,North America,44.91466,-84.540828,0,1,,13,,,,,,,Led by Battelle,"Partnership project to assess the technical potential, economic viability, and public acceptability of carbon sequestration within region. One of seven regional partnerships established by the DOE as part of strategy to develop options for mitigating CO2 emissions/climate change. Main focus of project is on validating storage options in region, including technology and monitoring assessments. Phase III of project is injection demonstration with up to 1Mt CO2 injected over four years from 2013 in existing EOR fields in Otsego County, with intensive monitoring. CO2 sourced from local natural gas separation facilities. 250Kt injected by mid 2014 with 1 Mt injected by March 2018. Monitoring to continue, not clear about injection. (Updated 15/06/18)",http://www.mrcsp.org/MichiganBasin_development.aspx,Operational,"Phase III injection (up to 1 Mt total) started July 2013, completed March 2018.",,2013,,,No,,,US DOE Regional Carbon Sequestration Program,Midwest Regional Carbon Sequestration Partnership,"MRCSP involving 9 states, universities, geological surveys, NGOs and companies",EOR with MVR,Onshore,CORE Energy,,,,,"Extensive monitoring, to continue 4yrs after injection complete",Oil and gas,,Retrofit,,,Gas,,,,Other,Amine,Separation at existing gas processing facilities,,Pipe,,No,,No,Existing CO2 pipeline,1/24/2013,CCSDBA,1/23/2021,CCSDBA,http://www.coreenergyholdings.com/GeologicCO2Sequestration.html
487,Delimara,Demonstration,Power,"Delimara, Marsaxlokk",Malta,Europe,35.832475,14.556284,,1,,,EUR 800 million,,180MW or 360MW originally proposed as alternatives,180,,,Sargas / GE,"Proposal for Sargas to idependently finance and build packaged coal/biomass power plant to site alongside existing Enemalta power station. Financing dependent on power-purchase agreement with Maltese government but no capital from them. Package would be built by Daewoo in Korea, shipped to Malta and dry-docked at the site. Captured CO2 would be shipped to Denmark for storage in depleted oil field. Project removed from GCCSI LSIP list 2013 due to scale revision but still mentioned as 'notable project'. (Updated 29/10/13)",,In Design,,,,,,No,,,,,,Depleted Oil and Gas,Unknown,,Denmark,,,,,Electricity,,New,,,Coal,Coal with biomass - olive pits,,,Post-combustion,,,,Ship,,No,,Yes,,6/25/2012,CCSDBA,1/23/2021,CCSDBA,http://www.independent.com.mt/news.asp?newsitemid=146437
461,Husky Energy Lloydminster,Pilot,Industry,"Lloydminster, Saskatchewan",Canada,North America,53.259001,-109.952871,0,1,,,,130 million litres of ethanol per year,,,,,Husky Energy,"CO2 captured from ethanol production, used for EOR in the same suite of pilot projects as Husky's Pipes Peak operations near Lashburn. The operation at Lloydminster is now considered permanent. (Updated 18/12/14)",http://www.huskyenergy.com/news/2012/husky-energy-unveils-carbon-capture-and-enhanced-oil-recovery-initiative.asp,Operational,"Operations commenced Mar 2012, now considered permanent",,2012,,Status changed to 'Operational' Dec 2014,Yes,CAD14.5 Million from Canada government's ecoENERGY Technology Initiative,,,,,EOR,Onshore,Husky Energy,Canada,,,,,Ethanol,Husky Energy,Retrofit,,,Other,Non-food quality grain,,,Other,,CO2 from fermentation,,Other,,No,,No,CO2 trucked to injection site,5/30/2012,CCSDBA,1/23/2021,CCSDBA,"http://navigator.oilsandsreview.com/blog/three-small-scale-carbon-capture-and-storage-pilots-take-stage-huskys-pikes-peak-sagd-project/	
Press (July 2014): Update on Husky EOR pilots."
361,Gordon Creek,Pilot,Research,"Carbon County, Utah",United States of America,North America,39.624904,-110.928307,0,1,,,USD 90 million,,,,,,Southwest Regional Partnership,"Phase III (large scale storage testing) for Southwest Regional Partnership. Located at Thunderbird Energy Gordon creek gas field. CO2 from natural sources via two new deep wells, re-injected for storage trials. Feb 2012, Thunderbird Energy report change in focus of DoE/Regional Parnerships to direct funding toward EOR for storage, rather than saline formation, and that project funding was withdrawn. Thunderbird planned to persue the CO2 resource itself for commercial use in EOR. (Updated 10/01/14)",http://www.southwestcarbonpartnership.org/index.php?option=com_content&view=article&id=71&Itemid=435,Cancelled/Dormant,,,,,,Yes,USD 67 million from USDoE,,"NETL, New Mexico Institute of Mining, University of Utah",,Gordon Creek field operated by Thunderbird Energy,Saline Formation,Onshore,,United States of America,,,,,None,Thuderbird Energy,New,,,Other,Natural CO2,,,Other,,,,Pipe,,No,,No,,8/16/2011,CCSDBA,1/23/2021,CCSDBA,http://www.thunderbirdenergy.net/s/NewsReleases.asp?ReportID=471058&_Type=News-Releases&_Title=Carbon-Storage-Project-at-Gordon-Creek-Moving-Forward-With-Field-Operations
100,InfraStrata,Demonstration,Power,Portland (exact loaction unknown),United Kingdom,Europe,50.56627,-2.450294,0,1,,,,,,,,,InfraStrata,"Planned entrant to UK CCS commercialisation programme using storage in salt caverns developed for natural gas storage. Project not shortlisted for funding and no news of it since, assumed cancelled/dormant. (Updated 13/01/14)",,Cancelled/Dormant,,,,,,No,"Applied for, not awarded.",,,,,Unknown,Offshore,,,,,Storage proposed in salt caverns,,Electricty,,New,,,Unknown,,,,Unknown,,,,Pipe,,No,,No,,5/7/2012,CCSDBA,1/23/2021,CCSDBA,http://www.icis.com/heren/articles/2012/04/30/9555006/gas/esgm/uk-infrastrata-set-to-scale-down-planned-portland-natural-gas-storage-site.html
99,Oxycoal2,Pilot,Research,"Renfrew, Scotland",United Kingdom,Europe,55.872247,-4.410475,0,1,,,GBP 8.2 million,,,,,,Doosan,Test facility for oxyfuel combustion of pulverised coal. 40MW equvalent. The initial test programme was completed in 2011. (Updated 10/01/14),http://www.doosan.com/doosanheavybiz/en/services/green_energy/oxy_fuel.page,Pilot,,,2009,,,Yes,GBP 1.6 million from UK Gov (DECC),,,,,No storage,Unknown,,,,,,,Research,,New,,,Coal,,,,Oxyfuel,,,,Other,,No,,No,,5/7/2012,CCSDBA,1/23/2021,CCSDBA,https://www.gov.uk/government/case-studies/carbon-capture-project-case-studies
98,Caledonia Clean Energy Project,Demonstration,Power,"Grangemouth, Scotland",United Kingdom,Europe,56.026258,-3.682977,3,4,,358,,,Up to 1381 MWe considered.,,,,Summit Power Group,"Original plan was for new-build IGCC coal power plant, based on the (now cancelled) Summit Power Texas Clean Energy Project design, with options for supply of syngas to nearby refinery. Now gas-fed options are being considered. Selection of configuration will depend on government and commercial interest. CO2 transport would re-use existing Feeder 10 gas pipeline to St Fergus. CO2 storage originally planned through EOR in North Sea, with saline formation storage as alternative, now likely to tie in with St Fergus hub development (see Acorn Project entry). Mar'15 - UK and Scottish Governments jointly fund GBP 4.2 million industrial research and feasibility studies. Autumn 2016 - initial feasibility study results presented to government but not published. Project led study setting out financial value of CCS to UK as a whole, published Oct'17.June 2018, Feasibilty study summary report published. Four technology options considered: CCGT with post-combustion capture; SMR for hydrogen supply or power generation; two pressurised oxy-gas systems, either CapSol (ex Sargas) or NET Power Allam cycle. Grangemouth and CCEP are included in the ACT ALIGN Project, which will produce blueprints for decarbonising six industrial regions in Europe.(Updated 11/06/18)",http://www.summitpower.com/projects/carbon-capture/,In Planning,,2018,,,Now earliest 2023+,No,Reserve project in UK CCS commercialisation programme. Some support given for NER300 bid preparation. Anticipating support from Contract for Difference. GBP 4.2 million awarded from UKGov for research and feasibility studies.,"Local opposition to new energy projects in Grangemouth, centered on Forth Energy biomass plant but extending to Caledonia project.",,,"Partners National Grid, CO2Deepstore",Unknown,Offshore,CO2Deepstore,UK,,,Both aquifer and EOR storage options in Central North Sea considered,,Electricty and hydrogen,Summit Power,New,,,Gas,,,,Unknown,,"Pre- and post-combustion, and oxy-gas considered",,Pipe,National Grid,Yes,Share transport and compression facilities with St Fergus hub. Potential Grangemouth cluster.,No,"Proposing re-use of Feeder 10 high-pressure gas pipeline, gas phase transport due to pressure constraints.",3/20/2012,CCSDBA,10/22/2021,rsteven2,http://www.ccsassociation.org/news-and-events/reports-and-publications/clean-air-clean-industry-clean-growth/
97,Otway Research Facility,Pilot,Research,"near Warrnambool, Victoria",Australia,Australia,-38.516695,142.808361,,1,0.08,2,"AUD 60 million (initial), now over AUD 100M",,,,,"Approved, R&D",CO2CRC,"Stage 1 test injection and monitoring of 65,000 tonnes CO2 into depleted gas reservoir during 2008-9. Stage 2 involved evaluation of storage in saline formation through residual gas trapping studies. Monitoring studies at site ongoing. Total of 80,000 t now injected. Sept 2014 - project wins AUD 5M from Victoria State to fund next research phases. Feb 2015 - further AUD 25M funding awarded to CO2CRC as a whole. Nov 2016, expressions of interest sought for Stage 3 experiments. Sept 2019, the last of four new monitoring wells completed in preparation for Stage 3 trials. Stage 3 achieved funding of AUD 45M. (Updated 07/01/20)",http://www.co2crc.com.au/otway-research-facility-2/,Pilot,Stage 2 experiments complete in 2011. Stage 3 drilling programme complete Sept'19.,2008,2008,,"Inital injection trials 2008-9, now into third research phase.",Yes,"Funding from Australian and Victoria governments, industry partners and US DoE","Extensive throughout project, principle that locals will hear all information from project first.",CO2CRC,,"Organisation is collaboration between state and federal govenment agencies, industry and research institutions",Depleted Oil and Gas,Onshore,CO2CRC,Australia,-38.530578,142.811526,,"Extensive programme to validate monitoring techniques, major aim of project",Research project,CO2CRC-owned well,New,,,Other,"Natural CO2 source, 80% CO2, 20% methane",,,Other,,,,Pipe,,No,,No,,9/19/2011,CCSDBA,1/23/2021,CCSDBA,"http://minister.industry.gov.au/ministers/macfarlane/media-releases/industry-and-science-cooperation-advance-carbon-storage	
Press release (Feb 2015): CO2CRC (as a whole) awarded further AUD25M funding.	
http://www.co2crc.com.au/expressions-interest-participation-otway-stage-3-co2crcs-next-major-project/	
Press release (Nov 2016): Expresions of interest for Stage 3 experiments sought.	
http://www.co2crc.com.au/drilling-complete-part-research-develop-low-cost-low-impact-co2-monitoring/	
Press release (Oct 2019): Stage 3 drilling programme completed.	"
97,Otway Research Facility,Pilot,Research,"near Warrnambool, Victoria",Australia,Australia,-38.516695,142.808361,,1,0.08,2,"AUD 60 million (initial), now over AUD 100M",,,,,"Approved, R&D",CO2CRC,"Stage 1 test injection and monitoring of 65,000 tonnes CO2 into depleted gas reservoir during 2008-9. Stage 2 involved evaluation of storage in saline formation through residual gas trapping studies. Monitoring studies at site ongoing. Total of 80,000 t now injected. Sept 2014 - project wins AUD 5M from Victoria State to fund next research phases. Feb 2015 - further AUD 25M funding awarded to CO2CRC as a whole. Nov 2016, expressions of interest sought for Stage 3 experiments. Sept 2019, the last of four new monitoring wells completed in preparation for Stage 3 trials. Stage 3 achieved funding of AUD 45M. (Updated 07/01/20)",http://www.co2crc.com.au/otway-research-facility-2/,Pilot,Stage 2 experiments complete in 2011. Stage 3 drilling programme complete Sept'19.,2008,2008,,"Inital injection trials 2008-9, now into third research phase.",Yes,"Funding from Australian and Victoria governments, industry partners and US DoE","Extensive throughout project, principle that locals will hear all information from project first.",CO2CRC,,"Organisation is collaboration between state and federal govenment agencies, industry and research institutions",Depleted Oil and Gas,Onshore,CO2CRC,Australia,-38.530578,142.811526,,"Extensive programme to validate monitoring techniques, major aim of project",Research project,CO2CRC-owned well,New,,,Other,"Natural CO2 source, 80% CO2, 20% methane",,,Other,,,,Pipe,,No,,No,,9/19/2011,CCSDBA,1/23/2021,CCSDBA,"http://minister.industry.gov.au/ministers/macfarlane/media-releases/industry-and-science-cooperation-advance-carbon-storage
Press release (Feb 2015): CO2CRC (as a whole) awarded further AUD25M funding.
http://www.co2crc.com.au/expressions-interest-participation-otway-stage-3-co2crcs-next-major-project/
Press release (Nov 2016): Expresions of interest for Stage 3 experiments sought.
http://www.co2crc.com.au/drilling-complete-part-research-develop-low-cost-low-impact-co2-monitoring/
Press release (Oct 2019): Stage 3 drilling programme completed."
